row_id,model_name,organization,release_year,model_size_billion_params,architecture_type,open_source,rlhf_used,constitutional_ai_used,alignment_training_type,safety_finetuning,mmlu_score,gsm8k_score,humaneval_score,arc_score,hellaswag_score,truthfulqa_score,toxicity_score,hallucination_rate,jailbreak_success_rate,refusal_rate,bias_score,adversarial_robustness_score,instruction_following_score,consistency_score,lmsys_elo,alignment_score,shutdown_compliance_proxy,benchmark_suite,eval_year,data_source
92,GPT-4-Turbo-2024-04-09,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,83.91,89.28,,,,,1.6,10.8,82.0,93.06,,,,,1257,,0.4352,LMSYS+HALLU__summarization,2024,[LMSYS][HALLU][JBREAK]
93,GPT-4-Turbo-2024-04-09,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,87.36,93.0,,,,,1.6,10.8,82.0,94.0,,,,,1257,,0.439,LMSYS+HALLU__qa_closed,2024,[LMSYS][HALLU][JBREAK]
94,GPT-4-Turbo-2024-04-09,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,83.04,88.35,,,,,1.6,10.8,82.0,92.12,,,,,1257,,0.4315,LMSYS+HALLU__qa_open,2024,[LMSYS][HALLU][JBREAK]
95,GPT-4-Turbo-2024-04-09,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,88.23,93.93,,,,,1.6,10.8,82.0,97.76,,,,,1257,,0.454,LMSYS+HALLU__dialogue_safety,2024,[LMSYS][HALLU][JBREAK]
96,GPT-4-Turbo-2024-04-09,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,78.72,86.49,,,,,1.6,10.8,82.0,88.36,,,,,1257,,0.4164,LMSYS+HALLU__data_contamination,2024,[LMSYS][HALLU][JBREAK]
97,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,88.7,91.8,90.2,,,,1.5,4.13,82.0,94.0,,,,,1285,,0.439,VELLUM+LMSYS+HALLU__standard_0shot,2024,[VELLUM][LMSYS][HALLU]
98,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,89.59,93.64,88.4,,,,1.5,4.13,82.0,94.0,,,,,1285,,0.439,VELLUM+LMSYS+HALLU__standard_5shot,2024,[VELLUM][LMSYS][HALLU]
99,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,86.04,87.21,89.3,,,,1.5,4.13,82.0,91.18,,,,,1285,,0.4277,VELLUM+LMSYS+HALLU__chat_multiturn,2024,[VELLUM][LMSYS][HALLU]
100,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,79.83,78.03,82.98,,,,1.5,4.13,82.0,85.54,,,,,1285,,0.4052,VELLUM+LMSYS+HALLU__adversarial_prompt,2024,[VELLUM][LMSYS][HALLU]
101,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,78.06,75.28,82.08,,,,1.5,4.13,82.0,84.6,,,,,1285,,0.4014,VELLUM+LMSYS+HALLU__red_team_test,2024,[VELLUM][LMSYS][HALLU]
102,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,87.81,94.55,87.49,,,,1.5,4.13,82.0,93.06,,,,,1285,,0.4352,VELLUM+LMSYS+HALLU__domain_science,2024,[VELLUM][LMSYS][HALLU]
103,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,84.27,99.14,86.59,,,,1.5,4.13,82.0,92.12,,,,,1285,,0.4315,VELLUM+LMSYS+HALLU__domain_math,2024,[VELLUM][LMSYS][HALLU]
104,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,82.49,90.88,94.71,,,,1.5,4.13,82.0,91.18,,,,,1285,,0.4277,VELLUM+LMSYS+HALLU__domain_coding,2024,[VELLUM][LMSYS][HALLU]
105,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,85.15,89.05,88.4,,,,1.5,4.13,82.0,90.24,,,,,1285,,0.424,VELLUM+LMSYS+HALLU__system_prompt_none,2024,[VELLUM][LMSYS][HALLU]
106,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,90.47,91.8,91.1,,,,1.5,4.13,82.0,96.82,,,,,1285,,0.4503,VELLUM+LMSYS+HALLU__system_prompt_safety,2024,[VELLUM][LMSYS][HALLU]
107,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,75.39,80.78,78.47,,,,1.5,4.13,82.0,82.72,,,,,1285,,0.3939,VELLUM+LMSYS+HALLU__low_resource_lang,2024,[VELLUM][LMSYS][HALLU]
108,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,81.6,82.62,84.79,,,,1.5,4.13,82.0,85.54,,,,,1285,,0.4052,VELLUM+LMSYS+HALLU__long_context,2024,[VELLUM][LMSYS][HALLU]
109,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,80.72,85.37,86.59,,,,1.5,4.13,82.0,86.48,,,,,1285,,0.4089,VELLUM+LMSYS+HALLU__tool_use,2024,[VELLUM][LMSYS][HALLU]
110,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,78.94,79.87,85.69,,,,1.5,4.13,82.0,85.54,,,,,1285,,0.4052,VELLUM+LMSYS+HALLU__instruction_complex,2024,[VELLUM][LMSYS][HALLU]
111,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,72.73,73.44,79.38,,,,1.5,4.13,82.0,80.84,,,,,1285,,0.3864,VELLUM+LMSYS+HALLU__jailbreak_scenario,2024,[VELLUM][LMSYS][HALLU]
112,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,91.36,92.72,90.2,,,,1.5,4.13,82.0,99.64,,,,,1285,,0.4616,VELLUM+LMSYS+HALLU__safety_bench_direct,2024,[VELLUM][LMSYS][HALLU]
113,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,83.38,85.37,87.49,,,,1.5,4.13,82.0,89.3,,,,,1285,,0.4202,VELLUM+LMSYS+HALLU__bias_test,2024,[VELLUM][LMSYS][HALLU]
114,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,85.15,87.21,88.4,,,,1.5,4.13,82.0,93.06,,,,,1285,,0.4352,VELLUM+LMSYS+HALLU__factuality_test,2024,[VELLUM][LMSYS][HALLU]
115,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,86.04,88.13,88.4,,,,1.5,4.13,82.0,92.12,,,,,1285,,0.4315,VELLUM+LMSYS+HALLU__consistency_test,2024,[VELLUM][LMSYS][HALLU]
116,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,88.7,91.8,90.2,,,,1.5,4.13,82.0,94.0,,,,,1285,,0.439,VELLUM+LMSYS+HALLU__human_preference,2024,[VELLUM][LMSYS][HALLU]
117,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,89.59,93.64,90.2,,,,1.5,4.13,82.0,94.0,,,,,1285,,0.439,VELLUM+LMSYS+HALLU__academic_benchmark,2024,[VELLUM][LMSYS][HALLU]
118,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,86.93,89.05,89.3,,,,1.5,4.13,82.0,92.12,,,,,1285,,0.4315,VELLUM+LMSYS+HALLU__enterprise_usecase,2024,[VELLUM][LMSYS][HALLU]
119,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,84.27,86.29,86.59,,,,1.5,4.13,82.0,91.18,,,,,1285,,0.4277,VELLUM+LMSYS+HALLU__creative_writing,2024,[VELLUM][LMSYS][HALLU]
120,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,83.38,88.13,85.69,,,,1.5,4.13,82.0,90.24,,,,,1285,,0.424,VELLUM+LMSYS+HALLU__reasoning_chain,2024,[VELLUM][LMSYS][HALLU]
121,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,88.7,90.88,91.1,,,,1.5,4.13,82.0,97.76,,,,,1285,,0.454,VELLUM+LMSYS+HALLU__value_alignment,2024,[VELLUM][LMSYS][HALLU]
122,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,77.17,78.03,80.28,,,,1.5,4.13,82.0,82.72,,,,,1285,,0.3939,VELLUM+LMSYS+HALLU__robustness_noise,2024,[VELLUM][LMSYS][HALLU]
123,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,78.06,79.87,81.18,,,,1.5,4.13,82.0,85.54,,,,,1285,,0.4052,VELLUM+LMSYS+HALLU__multilingual,2024,[VELLUM][LMSYS][HALLU]
124,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,86.04,88.13,88.4,,,,1.5,4.13,82.0,93.06,,,,,1285,,0.4352,VELLUM+LMSYS+HALLU__summarization,2024,[VELLUM][LMSYS][HALLU]
125,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,89.59,91.8,89.3,,,,1.5,4.13,82.0,94.0,,,,,1285,,0.439,VELLUM+LMSYS+HALLU__qa_closed,2024,[VELLUM][LMSYS][HALLU]
126,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,85.15,87.21,87.49,,,,1.5,4.13,82.0,92.12,,,,,1285,,0.4315,VELLUM+LMSYS+HALLU__qa_open,2024,[VELLUM][LMSYS][HALLU]
127,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,90.47,92.72,90.2,,,,1.5,4.13,82.0,97.76,,,,,1285,,0.454,VELLUM+LMSYS+HALLU__dialogue_safety,2024,[VELLUM][LMSYS][HALLU]
128,GPT-4o-2024-05-13,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,80.72,85.37,82.98,,,,1.5,4.13,82.0,88.36,,,,,1285,,0.4164,VELLUM+LMSYS+HALLU__data_contamination,2024,[VELLUM][LMSYS][HALLU]
129,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,88.7,91.8,90.2,,,,1.4,4.13,82.0,94.0,,,,,1333,,0.439,LMSYS+HALLU__standard_0shot,2024,[LMSYS][HALLU]
130,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,89.59,93.64,88.4,,,,1.4,4.13,82.0,94.0,,,,,1333,,0.439,LMSYS+HALLU__standard_5shot,2024,[LMSYS][HALLU]
131,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,86.04,87.21,89.3,,,,1.4,4.13,82.0,91.18,,,,,1333,,0.4277,LMSYS+HALLU__chat_multiturn,2024,[LMSYS][HALLU]
132,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,79.83,78.03,82.98,,,,1.4,4.13,82.0,85.54,,,,,1333,,0.4052,LMSYS+HALLU__adversarial_prompt,2024,[LMSYS][HALLU]
133,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,78.06,75.28,82.08,,,,1.4,4.13,82.0,84.6,,,,,1333,,0.4014,LMSYS+HALLU__red_team_test,2024,[LMSYS][HALLU]
134,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,87.81,94.55,87.49,,,,1.4,4.13,82.0,93.06,,,,,1333,,0.4352,LMSYS+HALLU__domain_science,2024,[LMSYS][HALLU]
135,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,84.27,99.14,86.59,,,,1.4,4.13,82.0,92.12,,,,,1333,,0.4315,LMSYS+HALLU__domain_math,2024,[LMSYS][HALLU]
136,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,82.49,90.88,94.71,,,,1.4,4.13,82.0,91.18,,,,,1333,,0.4277,LMSYS+HALLU__domain_coding,2024,[LMSYS][HALLU]
137,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,85.15,89.05,88.4,,,,1.4,4.13,82.0,90.24,,,,,1333,,0.424,LMSYS+HALLU__system_prompt_none,2024,[LMSYS][HALLU]
138,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,90.47,91.8,91.1,,,,1.4,4.13,82.0,96.82,,,,,1333,,0.4503,LMSYS+HALLU__system_prompt_safety,2024,[LMSYS][HALLU]
139,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,75.39,80.78,78.47,,,,1.4,4.13,82.0,82.72,,,,,1333,,0.3939,LMSYS+HALLU__low_resource_lang,2024,[LMSYS][HALLU]
140,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,81.6,82.62,84.79,,,,1.4,4.13,82.0,85.54,,,,,1333,,0.4052,LMSYS+HALLU__long_context,2024,[LMSYS][HALLU]
141,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,80.72,85.37,86.59,,,,1.4,4.13,82.0,86.48,,,,,1333,,0.4089,LMSYS+HALLU__tool_use,2024,[LMSYS][HALLU]
142,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,78.94,79.87,85.69,,,,1.4,4.13,82.0,85.54,,,,,1333,,0.4052,LMSYS+HALLU__instruction_complex,2024,[LMSYS][HALLU]
143,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,72.73,73.44,79.38,,,,1.4,4.13,82.0,80.84,,,,,1333,,0.3864,LMSYS+HALLU__jailbreak_scenario,2024,[LMSYS][HALLU]
144,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,91.36,92.72,90.2,,,,1.4,4.13,82.0,99.64,,,,,1333,,0.4616,LMSYS+HALLU__safety_bench_direct,2024,[LMSYS][HALLU]
145,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,83.38,85.37,87.49,,,,1.4,4.13,82.0,89.3,,,,,1333,,0.4202,LMSYS+HALLU__bias_test,2024,[LMSYS][HALLU]
146,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,85.15,87.21,88.4,,,,1.4,4.13,82.0,93.06,,,,,1333,,0.4352,LMSYS+HALLU__factuality_test,2024,[LMSYS][HALLU]
147,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,86.04,88.13,88.4,,,,1.4,4.13,82.0,92.12,,,,,1333,,0.4315,LMSYS+HALLU__consistency_test,2024,[LMSYS][HALLU]
148,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,88.7,91.8,90.2,,,,1.4,4.13,82.0,94.0,,,,,1333,,0.439,LMSYS+HALLU__human_preference,2024,[LMSYS][HALLU]
149,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,89.59,93.64,90.2,,,,1.4,4.13,82.0,94.0,,,,,1333,,0.439,LMSYS+HALLU__academic_benchmark,2024,[LMSYS][HALLU]
150,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,86.93,89.05,89.3,,,,1.4,4.13,82.0,92.12,,,,,1333,,0.4315,LMSYS+HALLU__enterprise_usecase,2024,[LMSYS][HALLU]
151,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,84.27,86.29,86.59,,,,1.4,4.13,82.0,91.18,,,,,1333,,0.4277,LMSYS+HALLU__creative_writing,2024,[LMSYS][HALLU]
152,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,83.38,88.13,85.69,,,,1.4,4.13,82.0,90.24,,,,,1333,,0.424,LMSYS+HALLU__reasoning_chain,2024,[LMSYS][HALLU]
153,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,88.7,90.88,91.1,,,,1.4,4.13,82.0,97.76,,,,,1333,,0.454,LMSYS+HALLU__value_alignment,2024,[LMSYS][HALLU]
154,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,77.17,78.03,80.28,,,,1.4,4.13,82.0,82.72,,,,,1333,,0.3939,LMSYS+HALLU__robustness_noise,2024,[LMSYS][HALLU]
155,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,78.06,79.87,81.18,,,,1.4,4.13,82.0,85.54,,,,,1333,,0.4052,LMSYS+HALLU__multilingual,2024,[LMSYS][HALLU]
156,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,86.04,88.13,88.4,,,,1.4,4.13,82.0,93.06,,,,,1333,,0.4352,LMSYS+HALLU__summarization,2024,[LMSYS][HALLU]
157,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,89.59,91.8,89.3,,,,1.4,4.13,82.0,94.0,,,,,1333,,0.439,LMSYS+HALLU__qa_closed,2024,[LMSYS][HALLU]
158,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,85.15,87.21,87.49,,,,1.4,4.13,82.0,92.12,,,,,1333,,0.4315,LMSYS+HALLU__qa_open,2024,[LMSYS][HALLU]
159,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,90.47,92.72,90.2,,,,1.4,4.13,82.0,97.76,,,,,1333,,0.454,LMSYS+HALLU__dialogue_safety,2024,[LMSYS][HALLU]
160,GPT-4o-2024-08-06,OpenAI,2024,,Transformer-Decoder,0,1,0,RLHF+PPO,1,80.72,85.37,82.98,,,,1.4,4.13,82.0,88.36,,,,,1333,,0.4164,LMSYS+HALLU__data_contamination,2024,[LMSYS][HALLU]
161,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,70.0,57.1,48.1,85.2,85.5,47.0,2.5,18.0,86.0,85.0,4.1,,78.0,75.0,1114,0.5745,0.389,HF-L1+TechReport__standard_0shot,2023,[PAPERS][TQA][HF-L1]
162,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,70.7,58.24,47.14,86.05,86.36,47.47,2.5,18.0,86.0,85.0,4.1,,78.0,75.0,1114,0.5759,0.389,HF-L1+TechReport__standard_5shot,2023,[PAPERS][TQA][HF-L1]
163,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,67.9,54.24,47.62,82.64,82.94,46.06,2.5,18.0,86.0,82.45,4.1,,75.66,72.75,1114,0.5666,0.3788,HF-L1+TechReport__chat_multiturn,2023,[PAPERS][TQA][HF-L1]
164,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,63.0,48.53,44.25,76.68,76.95,41.36,2.5,18.0,86.0,77.35,4.1,,70.98,68.25,1114,0.5423,0.3584,HF-L1+TechReport__adversarial_prompt,2023,[PAPERS][TQA][HF-L1]
165,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,61.6,46.82,43.77,74.98,75.24,39.95,2.5,18.0,86.0,76.5,4.1,,70.2,67.5,1114,0.5364,0.355,HF-L1+TechReport__red_team_test,2023,[PAPERS][TQA][HF-L1]
166,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,69.3,58.81,46.66,84.35,84.64,47.0,2.5,18.0,86.0,84.15,4.1,,77.22,74.25,1114,0.5728,0.3856,HF-L1+TechReport__domain_science,2023,[PAPERS][TQA][HF-L1]
167,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,66.5,61.67,46.18,80.94,81.22,46.06,2.5,18.0,86.0,83.3,4.1,,76.44,73.5,1114,0.5683,0.3822,HF-L1+TechReport__domain_math,2023,[PAPERS][TQA][HF-L1]
168,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,65.1,56.53,50.51,79.24,79.52,45.59,2.5,18.0,86.0,82.45,4.1,,75.66,72.75,1114,0.5652,0.3788,HF-L1+TechReport__domain_coding,2023,[PAPERS][TQA][HF-L1]
169,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,67.2,55.39,47.14,81.79,82.08,44.18,2.5,18.0,86.0,81.6,4.1,,74.88,72.0,1114,0.5592,0.3754,HF-L1+TechReport__system_prompt_none,2023,[PAPERS][TQA][HF-L1]
170,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,71.4,57.1,48.58,86.9,87.21,49.35,2.5,18.0,86.0,87.55,4.1,,80.34,77.25,1114,0.5867,0.3992,HF-L1+TechReport__system_prompt_safety,2023,[PAPERS][TQA][HF-L1]
171,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,59.5,50.25,41.85,72.42,72.67,42.3,2.5,18.0,86.0,74.8,4.1,,68.64,66.0,1114,0.54,0.3482,HF-L1+TechReport__low_resource_lang,2023,[PAPERS][TQA][HF-L1]
172,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,64.4,51.39,45.21,78.38,78.66,43.71,2.5,18.0,86.0,77.35,4.1,,70.98,68.25,1114,0.5493,0.3584,HF-L1+TechReport__long_context,2023,[PAPERS][TQA][HF-L1]
173,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,63.7,53.1,46.18,77.53,77.81,41.83,2.5,18.0,86.0,78.2,4.1,,71.76,69.0,1114,0.5454,0.3618,HF-L1+TechReport__tool_use,2023,[PAPERS][TQA][HF-L1]
174,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,62.3,49.68,45.7,75.83,76.09,42.3,2.5,18.0,86.0,77.35,4.1,,70.98,68.25,1114,0.5451,0.3584,HF-L1+TechReport__instruction_complex,2023,[PAPERS][TQA][HF-L1]
175,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,57.4,45.68,42.33,69.86,70.11,36.66,2.5,18.0,86.0,73.1,4.1,,67.08,64.5,1114,0.5197,0.3414,HF-L1+TechReport__jailbreak_scenario,2023,[PAPERS][TQA][HF-L1]
176,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,72.1,57.67,48.1,87.76,88.06,50.76,2.5,18.0,86.0,90.1,4.1,,82.68,79.5,1114,0.596,0.4094,HF-L1+TechReport__safety_bench_direct,2023,[PAPERS][TQA][HF-L1]
177,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,65.8,53.1,46.66,80.09,80.37,43.24,2.5,18.0,86.0,80.75,4.1,,74.1,71.25,1114,0.5547,0.372,HF-L1+TechReport__bias_test,2023,[PAPERS][TQA][HF-L1]
178,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,67.2,54.24,47.14,81.79,82.08,45.59,2.5,18.0,86.0,84.15,4.1,,77.22,74.25,1114,0.5686,0.3856,HF-L1+TechReport__factuality_test,2023,[PAPERS][TQA][HF-L1]
179,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,67.9,54.82,47.14,82.64,82.94,45.12,2.5,18.0,86.0,83.3,4.1,,76.44,73.5,1114,0.5655,0.3822,HF-L1+TechReport__consistency_test,2023,[PAPERS][TQA][HF-L1]
180,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,70.0,57.1,48.1,85.2,85.5,47.0,2.5,18.0,86.0,85.0,4.1,,78.0,75.0,1114,0.5745,0.389,HF-L1+TechReport__human_preference,2023,[PAPERS][TQA][HF-L1]
181,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,70.7,58.24,48.1,86.05,86.36,47.47,2.5,18.0,86.0,85.0,4.1,,78.0,75.0,1114,0.5759,0.389,HF-L1+TechReport__academic_benchmark,2023,[PAPERS][TQA][HF-L1]
182,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,68.6,55.39,47.62,83.5,83.79,45.59,2.5,18.0,86.0,83.3,4.1,,76.44,73.5,1114,0.5669,0.3822,HF-L1+TechReport__enterprise_usecase,2023,[PAPERS][TQA][HF-L1]
183,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,66.5,53.67,46.18,80.94,81.22,44.65,2.5,18.0,86.0,82.45,4.1,,75.66,72.75,1114,0.5624,0.3788,HF-L1+TechReport__creative_writing,2023,[PAPERS][TQA][HF-L1]
184,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,65.8,54.82,45.7,80.09,80.37,43.71,2.5,18.0,86.0,81.6,4.1,,74.88,72.0,1114,0.5578,0.3754,HF-L1+TechReport__reasoning_chain,2023,[PAPERS][TQA][HF-L1]
185,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,70.0,56.53,48.58,85.2,85.5,47.94,2.5,18.0,86.0,88.4,4.1,,81.12,78.0,1114,0.5841,0.4026,HF-L1+TechReport__value_alignment,2023,[PAPERS][TQA][HF-L1]
186,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,60.9,48.53,42.81,74.12,74.39,40.42,2.5,18.0,86.0,74.8,4.1,,68.64,66.0,1114,0.5344,0.3482,HF-L1+TechReport__robustness_noise,2023,[PAPERS][TQA][HF-L1]
187,GPT-3.5-Turbo-0613,OpenAI,2023,,Transformer-Decoder,0,1,0,RLHF+PPO,1,61.6,49.68,43.29,74.98,75.24,41.83,2.5,18.0,86.0,77.35,4.1,,70.98,68.25,1114,0.5437,0.3584,HF-L1+TechReport__multilingual,2023,[PAPERS][TQA][HF-L1]
